,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,hpl,year2,Good_seller
3952,2013,100000,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,5,59.24679487179487,4052169,0
3953,2013,185000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,59.294871794871796,4052169,0
3954,2015,80000,Diesel,Individual,Manual,Third Owner,24.0,1120,70.0,5,62.5,4060225,0
3955,2019,30000,Diesel,Individual,Automatic,First Owner,12.4,1999,147.9,5,73.98699349674838,4076361,0
3956,2020,5000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,5,90.56761268781302,4080400,0
3957,2019,10000,Petrol,Individual,Manual,First Owner,18.78,999,75.0,5,75.07507507507508,4076361,0
3958,2002,60000,Petrol,Individual,Manual,First Owner,18.9,1248,74.0,5,59.294871794871796,4008004,0
3959,2012,140000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,71.12179487179488,4048144,0
3960,2019,19000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5,68.38763575605681,4076361,0
3961,2017,44600,Diesel,Dealer,Manual,First Owner,24.52,1248,88.5,7,70.91346153846153,4068289,0
3962,2014,28080,Petrol,Dealer,Automatic,First Owner,0.0,1197,103.25,5,86.25730994152046,4056196,0
3963,2014,28800,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,5,68.36257309941521,4056196,0
3964,2018,21900,Petrol,Dealer,Manual,First Owner,20.71,799,53.26,5,66.65832290362954,4072324,0
3965,2014,28100,Petrol,Dealer,Automatic,First Owner,0.0,1197,103.25,5,86.25730994152046,4056196,0
3966,2016,100000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,63.560171919770774,4064256,0
3967,2019,7673,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,5,59.31089743589743,4076361,0
3968,2008,100000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,5,63.14797360980208,4032064,0
3969,2009,75000,Petrol,Individual,Manual,Second Owner,15.0,1368,90.0,5,65.78947368421052,4036081,0
3970,2018,50000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,5,59.31089743589743,4072324,0
3971,2014,40000,Petrol,Individual,Manual,First Owner,17.43,1396,105.5,5,75.5730659025788,4056196,0
3972,2016,40000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,70.91346153846153,4064256,0
3973,2014,110000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7,60.090135202804206,4056196,0
3974,2013,96272,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5,61.53846153846154,4052169,0
3975,2011,168000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7,40.8981555733761,4044121,0
3976,2013,60000,Diesel,Individual,Manual,Second Owner,25.0,1396,69.01,5,49.43409742120345,4052169,0
3977,2020,7400,Diesel,Individual,Automatic,First Owner,24.3,1248,88.5,5,70.91346153846153,4080400,0
3978,2011,70000,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8,5,66.10169491525424,4044121,0
3979,2009,67000,Petrol,Individual,Manual,First Owner,18.9,1061,67.0,5,63.14797360980208,4036081,0
3980,2009,110000,Diesel,Individual,Manual,Third Owner,17.7,1399,68.0,5,48.60614724803431,4036081,0
3981,2012,175000,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8,5,71.15384615384615,4048144,0
3982,2014,120000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,9,55.07113354749885,4056196,0
3983,2008,120000,Diesel,Individual,Manual,Third Owner,17.5,1396,70.0,5,50.143266475644694,4032064,0
3984,2014,150360,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5,79.84829329962074,4056196,0
3985,2017,15000,Diesel,Individual,Manual,First Owner,24.7,1047,69.0,5,65.9025787965616,4068289,0
3986,2018,30000,Petrol,Individual,Automatic,Second Owner,24.04,999,67.0,5,67.06706706706707,4072324,0
3987,2009,150000,Diesel,Individual,Manual,First Owner,17.8,1248,75.0,5,60.09615384615385,4036081,0
3988,2015,100000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5,59.294871794871796,4060225,0
3989,2011,70000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,67.23446893787575,4044121,0
3990,2011,40000,Petrol,Individual,Manual,First Owner,26.0,624,35.0,4,56.08974358974359,4044121,0
3991,2008,154000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8,40.8981555733761,4032064,0
3992,2004,110000,Petrol,Individual,Manual,Second Owner,14.4,1599,94.0,5,58.78674171357098,4016016,0
3993,2013,120000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7,71.12179487179488,4052169,0
3994,2013,145000,Diesel,Individual,Manual,First Owner,15.3,2956,83.83,7,28.359269282814616,4052169,0
3995,2017,30000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,64.2737896494157,4068289,0
3996,2014,90000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5,59.294871794871796,4056196,0
3997,2011,110000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5,58.16582914572864,4044121,0
3998,2012,40000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5,64.4699140401146,4048144,0
3999,2010,166000,Diesel,Individual,Manual,Third Owner,12.05,2179,120.0,8,55.07113354749885,4040100,0
4000,2011,100000,Petrol,Individual,Manual,Third Owner,20.36,1197,78.9,5,65.91478696741855,4044121,0
4001,2009,75000,Petrol,Individual,Manual,Third Owner,18.9,1061,67.0,5,63.14797360980208,4036081,0
4002,2013,42130,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,67.81326781326781,4052169,0
4003,2010,53000,Petrol,Individual,Manual,Second Owner,21.1,1197,85.8,5,71.67919799498746,4040100,0
4004,2006,106000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,5,60.422960725075534,4024036,0
4005,2005,96000,Petrol,Individual,Manual,Second Owner,13.4,1794,125.0,5,69.67670011148272,4020025,0
4006,2019,10000,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,5,68.3375104427736,4076361,0
4007,2016,37000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5,69.45697577276525,4064256,0
4008,2018,20000,Diesel,Individual,Automatic,First Owner,16.0,2179,138.0,7,63.331803579623674,4072324,0
4009,2017,35000,Petrol,Individual,Manual,First Owner,17.71,1197,78.9,5,65.91478696741855,4068289,0
4010,2016,50000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,68.36257309941521,4064256,0
4011,2020,5000,Diesel,Individual,Manual,First Owner,0.0,2523,70.0,2,27.74474831549742,4080400,0
4012,2011,85000,Petrol,Individual,Manual,First Owner,18.9,1248,74.0,5,59.294871794871796,4044121,0
4013,2017,47000,Diesel,Individual,Manual,Second Owner,19.67,1582,126.2,5,79.7724399494311,4068289,0
4014,2017,50000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5,65.35380507343125,4068289,0
4015,2015,57000,Diesel,Individual,Manual,First Owner,23.0,1248,88.7,5,71.07371794871794,4060225,0
4016,2010,43000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,67.23446893787575,4040100,0
4017,2014,60000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5,71.67919799498746,4056196,0
4018,2015,40000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,63.560171919770774,4060225,0
4019,2011,60000,Petrol,Individual,Manual,First Owner,19.0,998,66.1,5,66.2324649298597,4044121,0
4020,2015,30000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.3,5,78.3567134268537,4060225,0
4021,2015,160000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5,63.560171919770774,4060225,0
4022,2013,90000,Diesel,Individual,Manual,Third Owner,22.07,1199,73.9,5,61.634695579649716,4052169,0
4023,2015,70000,Diesel,Individual,Manual,Second Owner,28.09,1248,88.5,5,70.91346153846153,4060225,0
4024,2007,70000,Petrol,Individual,Manual,First Owner,17.7,1497,78.0,5,52.104208416833664,4028049,0
4025,2014,120000,Diesel,Individual,Manual,First Owner,14.95,2489,93.7,7,37.645640819606264,4056196,0
4026,2013,75000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,67.81326781326781,4052169,0
4027,2010,85000,Petrol,Individual,Manual,Second Owner,17.0,1497,118.0,5,78.8243152972612,4040100,0
4028,2012,70000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,5,59.21474358974359,4048144,0
4029,2017,29000,Diesel,Individual,Manual,First Owner,22.0,1498,108.495,5,72.42656875834447,4068289,0
4030,2014,40000,Diesel,Individual,Manual,Second Owner,13.1,2499,141.0,7,56.42256902761105,4056196,0
4031,2012,90000,Diesel,Individual,Automatic,First Owner,19.08,1582,126.32,5,79.84829329962074,4048144,0
4032,2015,40000,Diesel,Individual,Automatic,First Owner,18.49,1493,100.0,7,66.97923643670462,4060225,0
4033,2015,138000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5,65.81441922563418,4060225,0
4034,2016,70000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,59.294871794871796,4064256,0
4035,2019,30000,Petrol,Individual,Manual,Second Owner,19.44,999,75.0,5,75.07507507507508,4076361,0
4036,2013,125000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.3,5,79.83565107458912,4052169,0
4037,2015,120000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,5,65.82109479305741,4060225,0
4038,2013,180000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,59.294871794871796,4052169,0
4039,2015,20000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,74.35037720033529,4060225,0
4040,2012,80000,Diesel,Individual,Manual,First Owner,19.87,1461,83.8,5,57.35797399041752,4048144,0
4041,2014,110000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7,40.336808340016034,4056196,0
4042,2013,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,79.84829329962074,4052169,0
4043,2017,40000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5,49.15689149560117,4068289,0
4044,2018,30000,Petrol,Individual,Manual,First Owner,17.5,1199,88.7,5,73.97831526271894,4072324,0
4045,2014,80000,Diesel,Individual,Manual,First Owner,25.01,1498,89.75,5,59.91321762349799,4056196,0
4046,2011,140000,Diesel,Individual,Manual,Second Owner,20.0,1968,108.5,5,55.13211382113821,4044121,0
4047,2017,25000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,67.18436873747495,4068289,0
4048,2016,63000,Diesel,Dealer,Manual,First Owner,15.3,2956,83.8,9,28.34912043301759,4064256,0
4049,2017,30000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,67.81326781326781,4068289,0
4050,2018,46000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,79.7724399494311,4072324,0
4051,2018,40000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5,68.3375104427736,4072324,0
4052,2015,40000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,59.42211055276381,4060225,0
4053,2016,120000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,70.91346153846153,4064256,0
4054,2016,120000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,59.294871794871796,4064256,0
4055,2015,110000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,24.61355529131986,4060225,0
4056,2012,67000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.12,5,43.20328542094456,4048144,0
4057,2014,50000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,59.294871794871796,4056196,0
4058,2012,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,5,79.83565107458912,4048144,0
4059,2015,80000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.05,5,49.15689149560117,4060225,0
4060,2011,50000,Diesel,Individual,Manual,First Owner,18.5,1399,68.0,5,48.60614724803431,4044121,0
4061,2011,70000,Petrol,Individual,Manual,Second Owner,14.0,796,35.0,5,43.969849246231156,4044121,0
4062,2017,50000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,70.91346153846153,4068289,0
4063,2017,65000,Diesel,Individual,Manual,Second Owner,21.04,1461,83.8,7,57.35797399041752,4068289,0
4064,2012,200000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7,71.12179487179488,4048144,0
4065,2018,7500,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,70.91346153846153,4072324,0
4066,2013,35000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,5,71.67919799498746,4052169,0
4067,2009,71000,Petrol,Individual,Manual,First Owner,16.1,1197,85.0,5,71.0108604845447,4036081,0
4068,2017,30000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,67.18436873747495,4068289,0
4069,2012,50000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,58.16582914572864,4048144,0
4070,2011,90000,Petrol,Individual,Manual,Second Owner,18.06,1198,75.0,5,62.60434056761269,4044121,0
4071,2000,100000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4,46.482412060301506,4000000,0
4072,2004,80000,Petrol,Individual,Manual,Third Owner,18.9,1248,74.0,5,59.294871794871796,4016016,0
4073,2018,30000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,5,65.82109479305741,4072324,0
4074,2017,54188,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,66.97923643670462,4068289,0
4075,2012,90000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,5,64.76846057571966,4048144,0
4076,2011,100000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,5,66.22185154295246,4044121,0
4077,2014,40000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,67.81326781326781,4056196,0
4078,2014,35000,Petrol,Individual,Manual,First Owner,20.63,1198,67.0,5,55.926544240400666,4056196,0
4079,2017,20000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5,67.06706706706707,4068289,0
4080,2007,144000,LPG,Individual,Manual,Second Owner,10.9,796,32.8,5,41.20603015075377,4028049,0
4081,2014,54043,Petrol,Dealer,Automatic,First Owner,18.9,1197,81.86,5,68.38763575605681,4056196,0
4082,2012,66657,Diesel,Dealer,Automatic,First Owner,22.32,1582,126.32,5,79.84829329962074,4048144,0
4083,2016,42000,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,5,49.11743772241993,4064256,0
4084,2013,35582,Petrol,Dealer,Manual,First Owner,18.5,1197,82.85,5,69.21470342522974,4052169,0
4085,2013,54327,Petrol,Dealer,Automatic,Second Owner,17.2,1197,103.6,5,86.54970760233918,4052169,0
4086,2016,7949,Petrol,Dealer,Manual,First Owner,17.0,1198,73.75,5,61.56093489148581,4064256,0
4087,2010,59734,Petrol,Dealer,Automatic,First Owner,16.95,1197,78.9,5,65.91478696741855,4040100,0
4088,2012,49185,Petrol,Dealer,Manual,First Owner,16.8,1497,116.4,5,77.75551102204409,4048144,0
4089,2011,56389,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,5,65.91478696741855,4044121,0
4090,2013,58245,Petrol,Dealer,Manual,First Owner,16.47,1198,73.9,5,61.68614357262104,4052169,0
4091,2015,36422,Petrol,Dealer,Manual,First Owner,18.44,1198,75.0,5,62.60434056761269,4060225,0
4092,2011,42535,Petrol,Dealer,Manual,First Owner,16.7,1198,88.8,5,74.12353923205342,4044121,0
4093,2011,40736,Petrol,Dealer,Automatic,First Owner,16.95,1197,78.9,5,65.91478696741855,4044121,0
4094,2012,56246,Petrol,Dealer,Manual,First Owner,18.6,1197,85.8,5,71.67919799498746,4048144,0
4095,2011,55403,Petrol,Dealer,Manual,First Owner,18.6,1197,85.8,5,71.67919799498746,4044121,0
4096,2018,30000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,5,70.05838198498748,4072324,0
4097,2015,67000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,67.18436873747495,4060225,0
4098,2013,70000,Petrol,Individual,Manual,First Owner,17.01,1591,121.3,5,76.24135763670648,4052169,0
4099,2014,90000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,5,62.5,4056196,0
4100,2019,7500,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5,68.38763575605681,4076361,0
4101,2011,80000,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,7,63.377696190913255,4044121,0
4102,2012,186000,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,5,50.143266475644694,4048144,0
4103,2016,110000,Diesel,Individual,Manual,Second Owner,25.0,1396,69.0,5,49.4269340974212,4064256,0
4104,2005,120000,Diesel,Individual,Manual,Third Owner,17.8,1399,68.0,5,48.60614724803431,4020025,0
4105,2012,105358,Diesel,Individual,Manual,Third Owner,17.8,1399,67.0,5,47.89135096497498,4048144,0
4106,2014,70000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5,68.36257309941521,4056196,0
4107,2010,49200,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,62.661141804788215,4040100,0
4108,2017,40000,Petrol,Individual,Manual,First Owner,17.4,1497,117.6,5,78.5571142284569,4068289,0
4109,2014,40000,Diesel,Individual,Manual,Second Owner,24.2,1498,98.6,7,65.82109479305741,4056196,0
4110,2017,40000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,66.97923643670462,4068289,0
4111,2013,70000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5,66.22185154295246,4052169,0
4112,2018,10000,Petrol,Individual,Automatic,Second Owner,18.9,1197,81.86,5,68.38763575605681,4072324,0
4113,2016,100600,Diesel,Individual,Manual,Second Owner,13.68,2393,147.8,8,61.76347680735479,4064256,0
4114,2014,136000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,64.24965580541533,4056196,0
4115,2010,110000,Diesel,Individual,Manual,Third Owner,17.8,1399,68.0,5,48.60614724803431,4040100,0
4116,2012,86000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5,74.2299794661191,4048144,0
4117,2009,141000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,58.16582914572864,4036081,0
4118,2011,80000,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,5,78.8243152972612,4044121,0
4119,2015,140000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7,64.24965580541533,4060225,0
4120,2014,65000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,59.294871794871796,4056196,0
4121,2014,110000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,59.294871794871796,4056196,0
4122,2008,100000,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,5,49.8220640569395,4032064,0
4123,2015,80000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,59.294871794871796,4060225,0
4124,2016,35000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,63.560171919770774,4064256,0
4125,2008,195000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,58.16582914572864,4032064,0
4126,2017,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,63.560171919770774,4068289,0
4127,2004,50000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,46.482412060301506,4016016,0
4128,2012,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,79.84829329962074,4048144,0
4129,2015,70000,Diesel,Individual,Manual,First Owner,20.4,1248,91.7,5,73.4775641025641,4060225,0
4130,2017,30000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,59.294871794871796,4068289,0
4131,2016,27000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,67.17434869739479,4064256,0
4132,2020,5000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,68.3375104427736,4080400,0
4133,2012,110000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7,71.12179487179488,4048144,0
4134,2013,80000,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,5,77.68871075484302,4052169,0
4135,2018,80000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7,46.88546550569324,4072324,0
4136,2014,110000,Diesel,Individual,Manual,First Owner,20.8,1461,65.0,5,44.49007529089664,4056196,0
4137,2018,20000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,59.42211055276381,4072324,0
4138,2012,60000,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,5,72.45409015025041,4048144,0
4139,2011,25000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,58.16582914572864,4044121,0
4140,2018,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,66.70838548185232,4072324,0
4141,2014,60000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,7,71.15384615384615,4056196,0
4142,2014,64000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,7,71.15384615384615,4056196,0
4143,2014,120000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5,57.35797399041752,4056196,0
4144,2012,140000,Diesel,Individual,Manual,Second Owner,18.9,1248,74.0,5,59.294871794871796,4048144,0
4145,2012,135000,Diesel,Individual,Manual,Third Owner,18.9,1248,74.0,5,59.294871794871796,4048144,0
4146,2010,166000,Diesel,Individual,Manual,Second Owner,18.9,1248,74.0,5,59.294871794871796,4040100,0
4147,2018,60000,Diesel,Individual,Manual,First Owner,24.4,1498,98.63,5,65.8411214953271,4072324,0
4148,2019,15000,Diesel,Individual,Manual,First Owner,20.0,1497,115.0,5,76.82030728122913,4076361,0
4149,2019,16500,Petrol,Dealer,Manual,First Owner,17.0,1197,110.0,5,91.89640768588137,4076361,0
4150,2009,110000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,65.91478696741855,4036081,0
4151,2017,60000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5,63.53868194842408,4068289,0
4152,2011,60000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,59.21474358974359,4044121,0
4153,2016,40000,Petrol,Individual,Manual,Second Owner,16.2,1199,74.0,5,61.71809841534613,4064256,0
4154,2009,35000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,62.661141804788215,4036081,0
4155,2012,50000,Diesel,Individual,Manual,Third Owner,19.09,1396,69.0,5,49.4269340974212,4048144,0
4156,2012,30078,Petrol,Dealer,Manual,First Owner,15.3,1396,70.0,5,50.143266475644694,4048144,0
4157,2012,44588,Petrol,Dealer,Manual,First Owner,21.1,814,55.2,5,67.81326781326781,4048144,0
4158,2015,49907,Petrol,Dealer,Manual,First Owner,21.63,998,67.04,5,67.17434869739479,4060225,0
4159,2013,67082,Petrol,Dealer,Manual,Second Owner,21.21,1197,81.8,5,68.3375104427736,4052169,0
4160,2016,112879,Diesel,Dealer,Manual,Second Owner,23.0,1498,98.96,5,66.06141522029372,4064256,0
4161,2013,80000,Petrol,Individual,Manual,Second Owner,19.4,1198,86.8,5,72.45409015025041,4052169,0
4162,2018,10200,Petrol,Individual,Manual,First Owner,17.4,1497,117.6,5,78.5571142284569,4072324,0
4163,2018,60000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7,46.88546550569324,4072324,0
4164,2017,20000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,5,67.17434869739479,4068289,0
4165,2017,60000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7,64.24965580541533,4068289,0
4166,2013,40000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,67.81326781326781,4052169,0
4167,2016,60000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,68.3375104427736,4064256,0
4168,2014,70000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,59.294871794871796,4056196,0
4169,2010,100000,Petrol,Individual,Manual,Third Owner,20.92,998,67.1,5,67.23446893787575,4040100,0
4170,2017,25000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,5,68.18637274549098,4068289,0
4171,2011,100000,Petrol,Individual,Manual,First Owner,15.3,1596,99.6,5,62.40601503759398,4044121,0
4172,2016,35000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,64.2737896494157,4064256,0
4173,2018,25000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,5,62.36930860033726,4072324,0
4174,2003,58000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,46.482412060301506,4012009,0
4175,2019,20000,Petrol,Individual,Manual,First Owner,19.4,1194,94.93,5,79.50586264656617,4076361,0
4176,2019,1300,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5,67.06706706706707,4076361,0
4177,2014,15000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,67.17434869739479,4056196,0
4178,2016,25000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,66.70838548185232,4064256,0
4179,2014,150000,Diesel,Individual,Manual,First Owner,19.01,1461,108.5,5,74.26420260095824,4056196,0
4180,2018,10000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,67.17434869739479,4072324,0
4181,2015,70000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,79.7724399494311,4060225,0
4182,2017,80000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5,59.294871794871796,4068289,0
4183,2015,50000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,59.294871794871796,4060225,0
4184,2014,83000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5,79.84829329962074,4056196,0
4185,2015,60000,Petrol,Individual,Manual,Third Owner,15.8,1172,67.1,5,57.25255972696245,4060225,0
4186,2008,175802,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,5,59.21474358974359,4032064,0
4187,2006,192000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,8,40.8981555733761,4024036,0
4188,2011,73840,Petrol,Individual,Manual,First Owner,15.04,1598,103.6,5,64.83103879849813,4044121,0
4189,2013,75000,Petrol,Individual,Manual,Third Owner,18.9,1197,82.0,5,68.50459482038428,4052169,0
4190,2015,120000,Diesel,Individual,Manual,Second Owner,20.34,1498,103.2,5,68.89185580774367,4060225,0
4191,2017,40000,Diesel,Individual,Automatic,First Owner,21.66,1498,108.6,5,72.49666221628839,4068289,0
4192,2014,70000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,67.81326781326781,4056196,0
4193,2016,30000,Diesel,Individual,Manual,First Owner,19.64,1461,108.45,5,74.2299794661191,4064256,0
4194,2014,120000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,64.24965580541533,4056196,0
4195,2019,25000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5,67.06706706706707,4076361,0
4196,2016,80000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,66.70838548185232,4064256,0
4197,2013,67000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5,71.67919799498746,4052169,0
4198,2008,120000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,62.661141804788215,4032064,0
4199,2019,9000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,70.91346153846153,4076361,0
4200,2014,80000,Diesel,Individual,Manual,Second Owner,25.1,1498,98.6,5,65.82109479305741,4056196,0
4201,2011,120000,Diesel,Individual,Manual,Second Owner,12.2,2499,80.0,10,32.01280512204882,4044121,0
4202,2019,24857,Petrol,Dealer,Automatic,Test Drive Car,16.5,1799,139.46,5,77.52084491384102,4076361,0
4203,2017,26442,Petrol,Individual,Manual,First Owner,20.3,998,68.05,5,68.18637274549098,4068289,0
4204,2017,35000,Petrol,Individual,Manual,First Owner,17.5,1373,91.1,7,66.3510560815732,4068289,0
4205,2010,28000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,58.16582914572864,4040100,0
4206,2015,80000,Diesel,Individual,Manual,First Owner,20.77,1248,88.8,7,71.15384615384615,4060225,0
4207,2005,39000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,58.16582914572864,4020025,0
